ID,username,date,text
550,苍之帝,2022年01月30日 14:59,我为什么消失了两个月，看到刘学州的事情我忍不住站了出来#哔哩哔哩动画# O我为什么消失了两个月，看到刘学州的事情我忍不住站了出来 ​
551,青幽兰溪,2022年01月30日 14:56,刘学州尸骨未寒，“正义”的评论区好可怕…我在看：【一审判决后对话刘鑫与江秋莲 刘鑫：我并没有做任何对不起江歌的事】 @新浪新闻 #跟新浪看热点# O一审判决后对话刘鑫与江秋莲 刘鑫：我并没有做任何对不起江歌的事 ​
552,EvaSu2,2022年01月30日 14:54,愿人间走一遭，圆满了三界六道，看透了是非善恶，从此福来心至，皆是逍遥！@刘学州a ​
553,多看看光啊,2022年01月30日 14:48,#刘学州# 一事中，新京报的确有不可推卸的责任，应当受到相应的谴责，但一直提溜着这一家媒体骂是否有意义？骂的方向和目标、以及手段是否可取？刘学州一事更是综合因素下的悲剧和不幸，众人应该谨记的是网暴并非因为行为是错的而进行网暴，而是网暴这一行为本身就是错误的、不可取的。网友及媒体、相 ​  展开c
554,TVBC水汪汪,2022年01月30日 14:46,杜大娘新年发布第一文。网友：通篇只看到了两个字1月29日，错换人生28年事件姚策生母杜大娘发布了开年第一文。那么，该怎样正确解读呢？有的网友说：通篇只看到了两个字。首先，杜大娘把刘学州和姚策相提并论。按照杜大娘的说法，刘学州是被网暴致死的，姚策也是被网暴致死的，二人有着相同的悲惨 ​  展开c
555,乡下肥宅黑龙,2022年01月30日 14:39,刘学州的死亡事件也不过是再一次沉入某些媒体的血湖罢了。任何事情都没有改变，所以任何改变都不会发生。 ​
556,妳仙,2022年01月30日 14:32,这个社会啊先是网暴刘学州每每刷到关于刘学州新闻评论底下不是安慰 竟然是网暴网暴这个可怜的十五岁少年不应该是他那丧尽天良的父母  侵犯他的老师  网暴他的网友  才应该被网暴吗  而且还有法律制裁再是女人被拐生下了七儿一女深入了解下真是令人发指活生生的恶魔在人间希望这件事不要 ​  展开c
557,这个雨天无言流了泪,2022年01月30日 14:32,能不能不要在这个时候拿刘学州事件出来对比啊 我真的极其讨厌这种不管是什么情况都直接说人家是男宝别和他共情这种话啊 ​
558,乡下肥宅黑龙,2022年01月30日 14:31,刘学州死之后紧接着爆出来这个生八个孩子的精神病女人不得不让我产生一种是为了转移视线的感觉……当然如果确是拐卖希望彻查（拐卖在这个世界上依然存在不能否认）。不过就算官方发布这事不是拐卖只怕还是会扯不清楚一地鸡毛嘛随便舆论怎样了，刘学州的死对我冲击有些过头已经感觉不到一切焦虑了 ​
559,回头成一笑,2022年01月30日 14:21,#刘学州#  ​
560,一个哒不刘v,2022年01月30日 14:20,#刘学州##鹿道森# 木已成州，林深见鹿? ? ? ? ?  ​
561,秋月冬雪乃风光,2022年01月30日 14:20,『刘学州：死于“网络食人鲳”的猎杀』O刘学州：死于“网络食人鲳”的猎杀 ​
562,渔舟二郎,2022年01月30日 14:15,刘学州，被嫌弃的一生@新浪博客 O刘学州，被嫌弃的一生 ​
563,狼狼狼狼狼狼狼七匹狼,2022年01月30日 14:10,40个账号攻击寻亲男孩刘学州，被新浪微博永久禁言相关1239个账号中，有个别用户存在人身攻击言论。站方对排查出的40个违规账号予以永久禁言处置，对52个账号予以禁言180天至1年的处置。下一步，站方将持续跟进刘学州事件，全力配合相关政府部门进行调查，让网暴行为在法律框架下得以有效约束和治理。 ​
564,时光倒回机器,2022年01月30日 14:10,弟弟今天我的情绪相比昨天算是好一些但是弟弟，你用生命付出了代价，我会一直跟踪你的事情，让坏人得到教训#刘学州# ​
565,渔舟二郎,2022年01月30日 14:07,于泽远：刘学州是谁逼死的@新浪博客 O于泽远：刘学州是谁逼死的 ​
566,幽幽森的日记本,2022年01月30日 13:54,在回家的车上刚刚和爸爸打完电话，突然想到刘学州，我又开始难过了 ​
567,琴声何所来,2022年01月30日 13:54,“刘学州”这几个字是不是被新浪限制了？个位数的阅读量。垃圾平台。 ​
568,星闻动态,2022年01月30日 13:49,用《开端》角色评价“刘学州去世”事件受害者王萌萌父亲王兴德：“那些人他们懂什么，他们凭什么，可以在网上，随便造谣诋毁一个，完全不认识的人。”肖鹤云：“其他这些媒体，都是造谣带节奏，没一个真相！”李诗晴：“网上那些人，只会在自己的认知范围和道德标准下去批判别人，他们只相信他们 ​  展开c
569,中山小诗人,2022年01月30日 13:48,#刘学州去世##刘学州# 幸福的孩纸总是相似的，但不幸的孩纸大多拥有糟糕的父母。 ​
570,在你雷区蹦迪,2022年01月30日 13:46,湖南无妈村巫山童养媳人血馒头林生斌 重庆姐弟坠亡案西安地铁扒衣上海小红楼刘学州山东脑瘫九孩妈徐州疯女八孩妈这一桩桩一件件太揪心了太气愤了2022春节了希望能多点阳间新闻，希望坏人得到惩罚 希望苦难远离她们我们 ​
571,DoNews,2022年01月30日 13:44,发布了头条文章：《记念刘学州：网络暴力何时休？》  O记念刘学州：网络暴力何时休？ ​
572,Sylveon--,2022年01月30日 13:43,我：这个操蛋的世界我妈：怎么了我：（给她讲了刘学州和八个孩子的妈妈）我妈：这个操蛋的世界！！ ​
573,晋江作者江上昏鸦,2022年01月30日 13:43,#刘学州遗书希望加害者得到惩罚#遗弃罪判刑五年以下有期徒刑拘役管制，洲洲的亲生父母不仅遗弃罪还有贩卖儿童的罪行，不判刑天地难容！请重判 ​
574,梅艳芳19900101,2022年01月30日 13:41,刘学州 没有去世他用另一种方式活着告诫我们重视《儿童抑郁》 ​
575,招财猫QAQ,2022年01月30日 13:28,#刘学州事件40个微博账号被永久禁言# 1568元 华为HUAWEI WATCH GT3 华为手表 运动智能手表 两周长续航/蓝牙通话/血氧检测 活力款 46mm 黑色 华为HUAWEI WATCH GT3 华为手表 运动智能手表 两周长续航/蓝牙通话/血氧检测 活力款 46mm  ​
576,纸里醉戏中迷,2022年01月30日 13:28,孩子和妇女一直都是弱势群体，是容易被欺负和谋杀的群体，什么时候法治才能震慑到那些人渣和畜牲一样的行径。早上坐出租车的时候，司机师傅说他老家过年也不安生了。昨天一个七岁的男孩不见了，父母在三桥常年做配件生意，到年关了，让奶奶提前两天带孩子回老家安置，刚刚回家两天，孩子就找不见了， ​  展开c
577,中山小诗人,2022年01月30日 13:27,#刘学州去世##刘学州##派出所的故事# O#刘学州# 幸福的孩子是相似的，不幸的孩子却大多有着糟糕的父母。 ​
578,taobaoangel萍萍,2022年01月30日 13:08,#刘学州遗书希望加害者得到惩罚#什么时候检察机关会对贩卖婴儿的父母提起公诉？ 2内江·内江万达广场 ​
579,许源Stride,2022年01月30日 13:07,人越老了越容易难过。前几天活在青铜器时代的我听到刘学州的新闻，是一个文件特别多的下午，眼泪一下子出来了。之于刘学州，知道的信息不多，通过他的信才知道大致来龙去脉，以至于一直到现在，心情一直低落。刚才在路上，看了一下微博最近推送的疫情状况，看到拾荒老人给好心店主的孩子压岁钱，不 ​  展开c
580,宝蝶金forbeslin林成宝,2022年01月30日 12:55,孟婆，给孩子汤里多放点糖，他这辈子太苦了——<<被亲情“逼死”的刘学州，生而不养是为人父母最大的恶>> ​
581,这很不哇塞喔,2022年01月30日 12:53,#臭蛋回应#? 这一波操作之后我直接把? 拉黑，把跟她抱团的网红也一起打包拉黑，不给她任何流量，也不讨论，除非是碰到特别嘴臭的? 粉才理论两句。别的不说，就她明明有玲子联系方式却不解决问题，而是选择网络引战这一点，我就把她看扁了，刘学州走了才几天就开始进行新一轮巡猎，真让我感到恶 ​  展开c
582,想有galaxy,2022年01月30日 12:53,在写刘学州和鹿道森的推文。把他们的遗书又看了好几遍，每次看都挺哽咽的，觉得他们都太缺爱了，爱作为光已经不足以照亮满是黑夜的长夜了。 ​
583,予你望舒,2022年01月30日 12:50,一直不敢看刘学州的自述 刚刚还是没忍住去看了 看完真的泪流满面 尤其是看到他说把一半遗产捐给石家庄孤儿院的时候 那是一个人历经苦难后仍未被磨灭的善良 是他给这个世界的最后一份温柔 希望你下辈子别再那么苦啦 ​
584,余子潼,2022年01月30日 12:46,#徐州丰县生育八孩女子情况#滴水成河。。。希望有用吧前有刘学州，现在又是徐州8孩母亲。。挺难过的。。。 ​
585,四月8178,2022年01月30日 12:46,愿你来生繁花似锦，归来仍是少年@刘学州a 2三亚·后海村 L四月8178的微博视频 ​
586,微一笑的离开界,2022年01月30日 12:37,发布了头条文章：《刘学州生父的朋友发声，承认有公司但负债，称到此为止，停止网暴》 O刘学州生父的朋友发声，承认有公司但负债，称到此为止，停止网暴 ​
587,哥斯拉要吃肉,2022年01月30日 12:27,你长成我喜欢的模样，可惜带着遗憾离开。七天了，我开始相信一定会有来世轮回，愿你新的旅程像阳光，闪耀不熄。#刘学州# 2宁波 ​
588,愚谷水,2022年01月30日 12:26,#刘学州# 走了这件事情 在某些别有用心的机构与个人的精心操作下散去了热度 我很失望，多次欣赏 肉食者鄙，未能远谋无视民众的呼声我很愤怒， 我很愤怒 你们凭什么 ，凭什么将自己的利益与快乐建立在别人的痛苦上 视人命如草芥#刘学州# 已经做到仁至义尽了 我想问问，这样一种 不公平， 不 ​  展开c
589,上帝之鹰_5zn,2022年01月30日 12:26,徐州八孩女事件，丰县政府已经回应了，人也送医院救治了，调查也在进行了。但豆瓣某拳师组却把这事用邮件发给了外媒，更有人鼓动发给BBC，什么用意不问可知。对了，这个组还在刘学州死讯传出时拍手叫好并辱骂刘学州，更扬言要发动性别战争。 @豆瓣 不表示点什么吗？ ​
590,随便搞搞不开心,2022年01月30日 12:26,#官方通报徐州丰县生育八孩女子情况##徐州丰县生育八孩女子情况#  这件事，还有刘学州一事，有后续了吗？不会都没有后续吧，尤其是那名女子，热度过了是不是就当什么都没有发生 #刘学州去世# ​
591,恰吉快乐皮,2022年01月30日 12:24,#新京报刘学州# ​
592,挺挺挺不下去了,2022年01月30日 12:20,vb最nt的就是那些拿刘学州和被囚母亲的社会舆论做比较的那些人了吧 ​
593,数码头条,2022年01月30日 12:19,刘学州，被遗弃的一生#新知推荐官# @隐于庭的小法师 L隐于庭的小法师的微博视频 ​
594,实名改成网名好么,2022年01月30日 12:18,暖心姐姐么，在28尝到甜头啦，居然又恶毒的参与网暴刘学州。#每日一骂乞婆李子谢谢# 恶毒的人不可原谅，就像垃圾婊李子谢谢。恶人就是恶人。无端端网暴网友咬主人的恶狗永远是恶狗，这些垃圾的基因里都带着毒。垃圾李子谢谢，它的父母至今在垃圾堆里觅食，还敢啃老，上不能护父母周全，大不孝，儿女吃 ​  展开c
595,蔓珠莎华W,2022年01月30日 12:18,@刘学州a 亲爱的小孩，今天是第七天了，你过得好吗？明天就是除夕了，你的年货都备好了吗？ ​
596,玫瑰园里的Isabella,2022年01月30日 12:14,《媒体的责任究竟是什么？！刘学州事件发生到现在，我的心里也是一直隐隐作痛，一个阳光可爱帅气的大男孩就这么逝去了不知道刘学州的亲生母亲心里是怎样想的！同为一名母亲的我，真的想不通！一对父母出于什么目的，把母子之间私密谈话公布于众，对于一个未成年的孩子难道这不算是隐 ​  展开c
597,lliuyinyin,2022年01月30日 12:10,#刘学州# 阳光照在海面 你也归于大海 @刘学州a ​
598,邢说,2022年01月30日 12:07,1月29日，河北邢台，刘学州舅妈称现不接受任何捐款：  以州州家人名义要捐款的都是骗子。 2邢台 L邢说的微博视频 ​
599,哈牛贝儿,2022年01月30日 11:57,想好好爱你，好好宠你，让你做一个真正的孩子#刘学州# 2无锡·新港湾花园 ​
600,Hola你也在冲浪吗-,2022年01月30日 11:56,#徐州丰县生育八孩女子情况#既愤怒又无语！！！那些之前为刘学州愤愤不平的男大v呢？自动静音了？难道这种事件不是更恶劣更值得关注吗？? ? ?  ​
601,天慧_Vivi,2022年01月30日 11:56,@刘学州a 小孩，好可惜我在你离去的新闻爆出后才知道。要不就私信找你聊聊。看你的照片是一个阳光男孩子，却能感受到你心底所受的伤。 ​
602,圆满的天空,2022年01月30日 11:55,如果要是在刘学州去世的地方建一亭或者碑，让每个去三亚玩的人看见，可以提醒大家关心青少年健康成长，那有多好，也许可以挽救好多青少年 ​
603,最爱小美人鱼,2022年01月30日 11:53,刘学州的事情让人难受，童年、少年期都很可怜。八个孩子的母亲，背后的隐情折射吃人的环境。女性才能共情女性。 ​
604,teresa20070813,2022年01月30日 11:50,这大过年的真是很多fu能量，刘学州，还有徐州那个可怜的女人，还有巫山六月雪，。现在一般看了之后赶快去刷刷那些正能量农村博主的视频，看看他们乐呵呵的做农活，过年做很多吃的，赶集买新衣服和年货，心情才能舒服一些。 ​
605,用户7374076156,2022年01月30日 11:46,@刘学州a 州州，2022除夕我们陪你一起过……你正直、刻苦上进……温暖了世界！时代不会忘记你，少年，你为人生拼搏的精神激励着所有与你有同样经历的人，正义终将打败邪恶，我们相信，坏人一定会受到制裁，上苍会睁眼为你讨回公道。世道轮回，愿你安息！ ​
606,老船长OC_江传纯,2022年01月30日 11:46,做了一期完美犯罪，最想做的一期，可是做完就发生了刘学州事件，其实之前一直不想提名挂钩任何事情，不想靠这些获得热度，不然颇有吃人血馒头之嫌。可是现在有点改观，一点点的。 2汕尾 ​
607,哈牛贝儿,2022年01月30日 11:38,第五，弟弟从找到父母的巨大喜悦突然跌落到被父母多次遗弃的深渊，再被网暴，怎么解释都没有用。一个15岁的孩子想被大家认可，被父母疼爱，却受到这样巨大的打击，所以才会心灰意冷，不愿意再痛苦下去。第六，弟弟并没有做错什么，15岁的孩子想被父母疼爱，想父母能帮他找个落脚的地方有什么错，被父母 ​  展开c
608,MD_沫小汐,2022年01月30日 11:32,#刘学州# 你把最美的身影留在了最美的地方，海浪声声，带不走对你的思念！ ​
609,静_PEDOLE,2022年01月30日 11:31,#刘学州事件40个微博账号被永久禁言#实话实说，禁言是不是太轻了？ 2武汉 ​
610,孤独的花66,2022年01月30日 11:28,刘学州是怀着怎样一种孤单的心情走的啊，唉，我跟他一样，唉 ​
611,彭乔兰,2022年01月30日 11:21,刘学州的父母枪毙都解不了我的气，根源都是你畜生妈和那垃圾爸，我为一个陌生人都心痛几天了，我正常吗，那么努力，那么懂事的孩子就没了，世界又少了一个人才@刘学州a ​
612,哈牛贝儿,2022年01月30日 11:20,今天自己分析了一下，第一弟弟还是个15岁的少年，少年代表的是希望，是明天。对于少年，我们总能给予更多的爱。第二弟弟是个非常优秀的少年，从满屋的奖状、证书，从他积极去做抗疫志愿者的事上都能看出，弟弟是个努力向上的好孩子。第三弟弟在人间的15年，吃了无数的苦，成年人都很有可能无法忍受的苦 ​  展开c
613,闲暇时加气站,2022年01月30日 11:19,说起刘学州这个15岁的孩子，不少网友应该也都非常的熟悉。在孙海洋找到孙卓之后，刘学州找到亲生父母的事情，也成功的在网络上引发了不小的热议。跟孙海洋孙卓不同的是，刘学州在找到亲生父母之后，一家人却闹得非常不愉快。事情的起因是刘学州想让亲生父母给他买套房子，被拒绝后又改口租一套房子也 ​  展开c
614,會有的333,2022年01月30日 11:16,焦虑症 最近看了刘学州的事情，我就一直在关注，想这个世界对他的不公平，最后他走了！希望他的爸妈得到应有的惩罚！想了好几天了！然后就是八个孩子妈妈的事情！这个年代了！中国还有这么多这样的人！太不可思议了！哎！人心真的可怕！比鬼可怕多了 ​
615,青芒一树,2022年01月30日 11:15,互联网真的好让人害怕，刘学州已经变成了腩了 ​
616,安康中院,2022年01月30日 11:02,#康康普法#  【#网暴者需承担怎样的法律责任#？】近日， “寻亲少年”刘学州之死引发了针对网暴乱象的大讨论。网络暴力常常伤人于“无形”，给社会带来恶劣影响。那么，“乌合之众”网暴真的就管不了吗？针对网暴的定罪量刑，刑法及相关法律法规有明确规定，网暴行为如侵犯公民个人权利，通常适用侮辱 ​  展开c
617,Mylove最美是你,2022年01月30日 11:00,刘学州 多好的孩子就这样离开了，心疼的难受 ，语言苍白无力，不知道说什么才好，人微言轻，我们惩罚不了那些做恶的人，痛惜遗憾，傻孩子，十五年都熬过来了，你没有错，错的是他们，是绝情的父母亲手要了你的命。孩子啊解脱了，就像你说的此刻你有个很好的人生在爱你的爸爸妈妈的怀抱里，和普通的孩子 ​  展开c
618,白露知时节,2022年01月30日 11:00,#明天除夕#明天，你们还可以阖家团圆，热闹过除夕，可刘学州，一个无家可归的孩子、一个鲜活顽强的小生命，却再也看不见明天的太阳，冰冷冷躺在墓地里，变成一抔黄土，新京报和网暴者们，你们良心不痛吗？你们能过得去这个年吗？ ​
619,能瘦成黄瓜丝儿8,2022年01月30日 10:56,#网暴入刑如何有效落地# 说啥也没用，这事早就说了，有人管吗？有的评论多低俗恶心都不管，就平常说一句普通话就告诉违规，网友一遍一遍地说网暴，谁管了，人死了知道管了，如果刘学州没出事，还打算拖到什么时候啊，还有一些新闻媒体号，yxh，能不能管管，凭他们瞎说引导大众，不管吗？……….之前 ​  展开c
620,牛葫芦路人,2022年01月30日 10:54,#牛年最后一个工作日#新京报的最后一个工作日会做什么呢？表扬年底先进？还是鼓励记者们再接再厉，一切为了流量？牛年总结当中会出现一个可怜的孩子叫刘学州吗？牛年会过去，但牛年的罪恶与伤痕不会过去。 ​
621,mmmmmmmmmki,2022年01月30日 10:54,岁月可以静好但也该看到隐蔽的绝望刘学州 八孩妈值得每一个人关注 ​
622,五味崖上的虫大师,2022年01月30日 10:50,去年墨茶今年刘学州都是非常非常的孩子 ​
623,魔法部迷妹,2022年01月30日 10:46,从刘学州到徐州生育八子女的女人   每每看到  心里堵的难受 ​
624,GONEGOGOING,2022年01月30日 10:39,【原创说唱《旅行者》||愿你在新的旅程中遇见爱你的爸爸妈妈，遇见一个温暖的世界】希望这个世界上能少一点“刘学州”，少一点“新京暴”，希望每个人都能拥抱幸福，享受这趟旅程 LGONEGOGOING的微博视频 ​
625,拆台本尊,2022年01月30日 10:30,“#新京报#被网暴了。”虽然这句话很像是乐子人的玩笑，但我扫了眼作者的文章，他确实是这么认为的。也罢，既然他的执意已经造成了广泛影响，那我就来好好的拆穿他的把戏。通读整篇文章，作者认为，新京报的报道没有违背平衡原则，因为，“对仍处在发展进程中的社会热点，新闻机构以系列报道的方 ​  展开c
626,helo好命小姐美丽心情,2022年01月30日 10:14,刘学州才15岁都比我强多了。我除了年龄比他大，唉，好可怜，好可惜。那么多年都挺过来了，那么多奖状都拼来了，为什么就这么决绝的走了。愿走好，希望你去了美好的天堂，有万人簇拥万人宠溺，希望你平安健康快乐幸福。愿你来生一切都好！这都是后话啊，如果在世的时候能有那么多人爱他多好，一切都能让 ​  展开c
627,紫蔷脚下保沛,2022年01月30日 10:11,发布了头条文章：《刘学州骨灰已带回老家，父母未到达现场，生前最后画面惹人泪目》 O刘学州骨灰已带回老家，父母未到达现场，生前最后画面惹人泪目 ​
628,投行泰山,2022年01月30日 10:10,从《新京报》刘学州寻亲风波报道谈互联网时代的新闻业态O陆晔｜从《新京报》刘学州寻亲风波报道谈互联网时代的新闻业态｜深度观察 ​
629,yyh姚小晗,2022年01月30日 10:09,孙卓多么幸运啊，最起码被卖后，还能健康成长。最后还能和父母相认，而被卖的刘学州，还有生八个孩子的那个可怜的母亲，多么可悲啊，生而为人，同为人，不同命。有的孩子生下来就受苦受难，作为父母真的要尽身尽责。那些坏人早点得到自己的报应 ​
630,阎魔爱0415,2022年01月30日 10:07,刘学州发声:因为人贩子是他养家的同村人，和姥姥是同村人，怕连累姥姥被同村骂，嚼舌根子，和养家决裂了 L阎魔爱0415的微博视频 ​
631,紫色的好朋友,2022年01月30日 10:06,这几天一直在关注那个八孩妈妈，越看越觉得恐怖，这件事一开始从上到下全在庇护他，网络上大家讨论发声，但我觉得还没有上次刘学州的热度大，会不会其实关注这件事的我们在信息茧房里 ​
632,只想安安静静过自己的,2022年01月30日 10:04,#刘学州去世##徐州八个孩子的妈妈# 人性的恶从来没有底线 ​
633,appllele,2022年01月30日 09:57,一个刘学州，网暴考虑入刑，一个徐州女人，热搜都上不去。我真失望 ​
634,倦归黄叶村,2022年01月30日 09:53,【探索与争鸣杂志｜陆晔：从《新京报》刘学州寻亲风波报道谈互联网时代的新闻业态】回到《新京报》争议报道本身，我个人很赞同展开上述关于“家事”类社会新闻报道路径的讨论，但或许不是“放手”，而是尝试将这个悲情的个体故事置于更具公共性的社会参考框架下展开，既最大限度尝试减少对当事人的心理 ​  展开c
635,咏薇1823,2022年01月30日 09:52,生来即轻，还时亦净。——刘学州字字珠心，六天了，希望那些人日后得能应用的惩罚，孩子短短的一生太苦了。一路走好  ​​​
636,文韬武略天下第七的希哥,2022年01月30日 09:47,狠毒爹娘早晚被雷劈黑心记者立刻被天谴               -----------------------送给刘学州父母以及新京报记者的春联 ​
637,哎哟钱包怀孕啦,2022年01月30日 09:40,#刘学州遗书希望加害者得到惩罚##刘学州#  每日一问：逼死刘学州的它们受到惩罚了吗？ ​
638,笨青本轻,2022年01月30日 09:24,良言一句三冬暖，恶语伤人六月寒#刘学州# 当你离开，这个世界开始爱你。#刘学州 ##快手# @快手 L朱佳航的快手视频 ​
639,野外横笛,2022年01月30日 09:20,【邹诗鹏｜“刘学州悲剧”的背后：网络世界后真相化的实质是民粹化】近年来，网络暴力甚嚣尘上，因“键盘侠”而导致的人身侵害层出不穷，谎话、流言、绯闻在网络上肆意流传，人们更倾向于把立场、情感和利益置于真相和真理之前，这一切都寓示着我们已经陷入了“后真相时代”。这样的深层次危机，无论是 ​  展开c
640,南宁特务周阴婷,2022年01月30日 09:14,所以拳师怎么又开始攻击刘学州了#中华女性魅力时间# ​
641,宋宋宋清如,2022年01月30日 09:12,做梦梦了一夜的刘学州，像循环一样，一直不想醒不想醒，担心醒来见不到他了醒来果然他不见了更像电影里，是他的亡魂 ​
642,无梦楼随笔,2022年01月30日 09:10,【探索与争鸣杂志｜陆晔：从《新京报》刘学州寻亲风波报道谈互联网时代的新闻业态】回到《新京报》争议报道本身，我个人很赞同展开上述关于“家事”类社会新闻报道路径的讨论，但或许不是“放手”，而是尝试将这个悲情的个体故事置于更具公共性的社会参考框架下展开，既最大限度尝试减少对当事人的心理 ​  展开c
643,MissRuby回忆录,2022年01月30日 09:08,#徐州八个孩子的妈妈# 再想到前几天刘学州的事，最近魔幻现实主义的事情发生了太多。随着这种魔幻的事情被报道的越多，越来越发现表面国泰民安的社会，里面实在是烂透了。幸福的人是相似的，不幸的人各有各的不幸。没法保证自己成为幸福的人，只能好好保护自己，降低对任何人的期待。 ​
644,阳阳哲哲zz,2022年01月30日 08:56,#女儿带男友回家爸爸放鞭炮迎接#所以呢？刘学州事情的后续呢？徐州八个孩子母亲的事情后续呢？ 2北京·北京798艺术区 ​
645,阎魔爱0415,2022年01月30日 08:51,刘学州视频 L阎魔爱0415的微博视频 ​
646,偏印y,2022年01月30日 08:49,不知道刘学州的亲生父母和那些网暴他的网友现在咋样，估计喜气洋洋准备和家人团圆过春节吧，啊哈哈哈，挺讽刺 ​
647,北仑检察,2022年01月30日 08:49,#乌合之众的网暴行为真的管不了吗#【#网暴者需承担怎样的法律责任#？】近日， “寻亲少年”刘学州之死引发了针对网暴乱象的大讨论。网络暴力常常伤人于“无形”，给社会带来恶劣影响。那么，“乌合之众”网暴真的就管不了吗？针对网暴的定罪量刑，刑法及相关法律法规有明确规定，网暴行为如侵犯公民个 ​  展开c
648,阎魔爱0415,2022年01月30日 08:49,刘学州11岁在外打工的视频 L阎魔爱0415的微博视频 ​
649,无梦楼随笔,2022年01月30日 08:46,【邹诗鹏｜“刘学州悲剧”的背后：网络世界后真相化的实质是民粹化】近年来，网络暴力甚嚣尘上，因“键盘侠”而导致的人身侵害层出不穷，谎话、流言、绯闻在网络上肆意流传，人们更倾向于把立场、情感和利益置于真相和真理之前，这一切都寓示着我们已经陷入了“后真相时代”。这样的深层次危机，无论是 ​  展开c
650,这不是我的号2020,2022年01月30日 08:41,刘学州、徐州八个孩子的妈妈写满了这个社会吃人…… ​
651,简简单单--多好,2022年01月30日 08:29,最近看了刘学州，徐周女子的新闻，才发现原来这样没有人性的事情是真实存在的，真的让人毛骨悚然，刘学州被父母卖掉，徐州女子也有可能是拐卖，有这些报出来的，我相信还有很多没报出的，人性真的太可怕了，很多事情也许只能在网上留个言，但我只愿身边人能都是善良的！！！ 2北京 ​
652,唐朝的土豆,2022年01月30日 08:21,生来即轻，还时亦净。这个善良的孩子在春节来临团圆之际选择告别亲人！#刘学州##刘学州去世# L唐朝的土豆的微博视频 ​
653,吖吖好靓,2022年01月30日 08:20,谁说虎毒不食子？刘学州已被火化，那个生于黑暗的阳光少年 #刘学州 #情感 #原创 ##快手# @快手 L修罗路西法大人的快手视频 ​
654,海边石榴树,2022年01月30日 08:09,刘学州，被链子拴住的八孩妈……原来小说里揭露的，“孔乙己”“祥子”的时代不只是过去…… ​
655,小盆友199203,2022年01月30日 08:07,21年的鹿道森，22年的刘学州。那个，我的意思是我想颓废了 分享单曲 K理想三旬 (@网易云音乐) ​
656,普通搞姬网友,2022年01月30日 08:01,这是2022年农历春节前一天的热搜，没有徐州八个孩子的母亲，没有巫山马泮艳的血泪泣诉，很多人一再提到刘学州，幸运的是他至少是个男孩，被允许上了热搜，因为他是男孩，网暴他的少数人得以被禁言，上一个失去生命也被网暴的女生是连这点微不足道的待遇都没有的。 ​
657,时光倒回机器,2022年01月30日 08:00,泪奔，15岁的孩子一个人在夜里12点的海边很冷吧？吃完药在地上应该很疼吧？他抖音那条“bye 刘学州”是怀着怎样的心情发的，迟迟在我脑海中挥之不去#刘学州# ​
658,华州检察,2022年01月30日 07:57,#乌合之众的网暴行为真的管不了吗#【#网暴者需承担怎样的法律责任#？】近日， “寻亲少年”刘学州之死引发了针对网暴乱象的大讨论。网络暴力常常伤人于“无形”，给社会带来恶劣影响。那么，“乌合之众”网暴真的就管不了吗？针对网暴的定罪量刑，刑法及相关法律法规有明确规定，网暴行为如侵犯公民个 ​  展开c
659,德州中院,2022年01月30日 07:56,#小德普法# 【#网暴者需承担怎样的法律责任#？】近日， “寻亲少年”刘学州之死引发了针对网暴乱象的大讨论。网络暴力常常伤人于“无形”，给社会带来恶劣影响。那么，“乌合之众”网暴真的就管不了吗？针对网暴的定罪量刑，刑法及相关法律法规有明确规定，网暴行为如侵犯公民个人权利，通常适用侮辱罪 ​  展开c
660,金鈺666,2022年01月30日 07:56,#刘学州事件40个微博账号被永久禁言#然并卵，他们换一个号继续是网络键盘手，喷子。 ​
661,穿不穿秋裤呢-,2022年01月30日 07:53,又一次出现“这个世界怎么了”的这种感觉，上一次是刘学州，这次是生八个孩子妇女。有时候还是把这个世界想得太美好了，表层的美好之下是掩盖的至黑人心。人间至暗，需要有人发声，即是发声，也是为了拯救将来的自己。相信社会会进步，法律能保护我们普通民众。 ​
662,时光倒回机器,2022年01月30日 07:52,州州，这是我最喜欢你的一张照片，为什么要让我倒着认识你，认识了你就结束了? ? ，你永远会在我的心中，在心中我会给你满满的爱，安息吧，爱你的人会帮你完成你的遗愿。#刘学州# ​
663,贴哪都是,2022年01月30日 07:50,#刘学州事件40个微博账号被永久禁言#留言区的骂人的小同志小朋友小家伙们，好好看一看，这个就是你们的未来，人在做天在看报应会来的。#微博新知博主# ​
664,我是后海没有海,2022年01月30日 07:47,我为什么消失了两个月，看到刘学州的事情我忍不住站了出来#刘学州# #联想事件# L我是后海没有海的微博视频 ​
665,狐狸不爱系裤腰带,2022年01月30日 07:46,已经七天了啊，时间过得可真快，可我总觉得你还活着@刘学州a ​
666,黎明前的乌托邦晓,2022年01月30日 07:43,最近几天都是刘学州，这个孩子的事，热议的焦点就是人性。承受了太多的小心灵，十几年的苦难你都可以熬过来，为什么最终没有熬过言论的攻击。这就是人言可畏，唾沫星子也可以淹死人。所以真诚期待，所有的人能都善良一点，言语都思考而后在发声，人最强大的是一颗心，最脆弱的也是这颗心…… ​
667,我是清风扬1977,2022年01月30日 07:41,#刘学州# L我是清风扬1977的微博视频 ​
